UNDERLYING,start,end,final_realized,final_unrealized,final_equity,final_gross_pnl,final_net_pnl,final_cost_pnl,final_spr_slpg1,final_spr_slpg2,final_own_amount,max_drawdown,total_contracts_traded,total_shares_traded,max_delta_lots,min_delta_lots,cfg,entry_E,tp_off,stop_off
GODREJCP,2025-02-17 11:20:00,2025-09-30 15:29:00,-93458.95000000048,-0.0,-93458.95000000048,-3470.675000001781,-53401.39874706178,49930.72374706,84082.37499999994,125596.25000000004,-3470.675000001781,153083.31137580238,206,316004,40,-1,E2.0_TP1.0_SL2.0,2.0,1.0,2.0
GODREJPROP,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.0_TP1.0_SL2.0,2.0,1.0,2.0
GRASIM,2025-02-17 11:19:00,2025-09-30 15:29:00,18533.09999999997,0.0,18533.09999999997,12192.40000000003,8949.662456320031,3242.73754368,3667.500000000001,5297.5,12192.40000000003,2285.242037399554,14,9128,5,0,E2.0_TP1.0_SL2.0,2.0,1.0,2.0
LAURUSLABS,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.0_TP1.0_SL2.0,2.0,1.0,2.0
LICHSGFIN,2025-02-17 11:19:00,2025-09-30 15:29:00,-276769.5,0.0,-276769.5,-167393.6249999996,-187257.8165167496,19864.191516750005,26224.625,43344.0,-167393.6249999996,233012.51657704965,84,252840,40,-1,E2.0_TP1.0_SL2.0,2.0,1.0,2.0
LICI,2025-02-17 11:19:00,2025-09-30 15:29:00,-326219.849999999,0.0,-326219.849999999,52462.800000000934,7140.582282060961,45322.21771793997,60587.09999999998,109173.60000000003,52462.800000000934,99497.3185393199,186,395064,40,-7,E2.0_TP1.0_SL2.0,2.0,1.0,2.0
LODHA,2025-02-17 11:19:00,2025-09-30 15:29:00,-81614.39999999487,0.0,-81614.39999999487,7304.3500000052445,-18369.84852477476,25674.198524780004,62737.6,33086.44999999999,7304.3500000052445,154246.30682443533,102,141576,0,-40,E2.0_TP1.0_SL2.0,2.0,1.0,2.0
LT,2025-02-17 11:19:00,2025-09-30 15:29:00,-127512.9000000002,0.0,-127512.9000000002,-116283.00000000012,-134539.40813682013,18256.40813682,11927.099999999997,14267.7,-116283.00000000012,142632.6263673604,82,40836,40,0,E2.0_TP1.0_SL2.0,2.0,1.0,2.0
LTF,2025-02-17 11:19:00,2025-09-30 15:29:00,-361442.8799999995,0.0,-361442.8799999995,-102316.31999999924,-140562.01035993523,38245.69035993601,55999.43999999999,49800.23999999998,-102316.31999999924,151577.48769926338,130,1535040,0,-40,E2.0_TP1.0_SL2.0,2.0,1.0,2.0
LTIM,2025-02-17 11:20:00,2025-09-30 15:29:00,-13884.59999999992,-0.0,-13884.59999999992,142240.49999999974,88345.69846603973,53894.80153396002,79088.2,112164.5,142240.49999999974,230040.83734852212,290,84680,40,-1,E2.0_TP1.0_SL2.0,2.0,1.0,2.0
LUPIN,2025-02-17 11:19:00,2025-09-30 15:29:00,-17859.999999999767,0.0,-17859.999999999767,62819.99999999998,39501.41341599998,23318.586583999997,26120.0,37620.0,62819.99999999998,60923.96076800193,116,92800,40,-8,E2.0_TP1.0_SL2.0,2.0,1.0,2.0
SAIL,2025-02-17 11:19:00,2025-09-30 15:29:00,-284643.23999999976,0.0,-284643.23999999976,-121179.77999999934,-145113.53643717535,23933.75643717601,34066.140000000014,57252.71999999997,-121179.77999999934,158927.55140654647,98,1512336,40,-1,E2.0_TP1.0_SL2.0,2.0,1.0,2.0
SBICARD,2025-02-17 11:19:00,2025-09-30 15:29:00,-417662.8499999996,-0.0,-417662.8499999996,114660.85000000036,58600.21811620037,56060.631883799986,79420.39999999995,116589.90000000008,114660.85000000036,118342.39641823818,260,489320,40,-40,E2.0_TP1.0_SL2.0,2.0,1.0,2.0
SBILIFE,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.0_TP1.0_SL2.0,2.0,1.0,2.0
SBIN,2025-02-17 11:19:00,2025-09-30 15:29:00,-104444.6000000002,0.0,-104444.6000000002,-57128.99999999987,-101546.84017855984,44417.84017855998,26132.000000000004,27605.39999999999,-57128.99999999987,185314.3980675972,194,431456,40,0,E2.0_TP1.0_SL2.0,2.0,1.0,2.0
SHREECEM,2025-02-17 11:19:00,2025-09-30 15:29:00,-800076.8999999999,0.0,-800076.8999999999,463188.6000000001,354351.99369696015,108836.60630303992,202649.3,193724.3,463188.6000000001,148795.34163199994,502,28112,40,-40,E2.0_TP1.0_SL2.0,2.0,1.0,2.0
SHRIRAMFIN,2025-02-17 11:19:00,2025-09-30 15:29:00,26070.624999999935,0.0,26070.624999999935,30458.75000000013,23941.900648750132,6516.849351250001,6268.75,7006.25,30458.75000000013,2575.460949499899,26,76700,2,-1,E2.0_TP1.0_SL2.0,2.0,1.0,2.0
SIEMENS,2025-02-17 11:19:00,2025-09-30 15:29:00,226054.12499999977,0.0,226054.12499999977,214516.49999999965,176262.43657934965,38254.06342065002,50498.25,80767.5,214516.49999999965,103420.44248249954,256,84480,40,0,E2.0_TP1.0_SL2.0,2.0,1.0,2.0
SOLARINDS,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.0_TP1.0_SL2.0,2.0,1.0,2.0
SONACOMS,2025-02-17 11:19:00,2025-09-30 15:29:00,701987.2499999969,0.0,701987.2499999969,104872.19999999549,22190.547820375432,82681.65217962004,139607.99999999985,214564.2000000001,104872.19999999549,290145.2863719562,404,1342896,0,-40,E2.0_TP1.0_SL2.0,2.0,1.0,2.0
SRF,2025-02-17 11:20:00,2025-09-30 15:29:00,-218123.9999999968,0.0,-218123.9999999968,43924.10000000333,26336.52451028332,17587.575489720002,25374.8,12621.7,43924.10000000333,34530.19628020332,80,46720,0,-40,E2.0_TP1.0_SL2.0,2.0,1.0,2.0
SUNPHARMA,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.0_TP1.0_SL2.0,2.0,1.0,2.0
SUPREMEIND,2025-02-17 11:19:00,2025-09-30 15:29:00,-6380.0,0.0,-6380.0,35442.00000000006,24238.903018000055,11203.096982000005,24156.0,49962.0,35442.00000000006,67193.7535631994,54,23760,23,0,E2.0_TP1.0_SL2.0,2.0,1.0,2.0
SUZLON,2025-08-01 11:25:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.0_TP1.0_SL2.0,2.0,1.0,2.0
SYNGENE,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.0_TP1.0_SL2.0,2.0,1.0,2.0
360ONE,2025-06-27 11:19:00,2025-09-30 15:29:00,-152531.99999999514,0.0,-152531.99999999514,11272.65000000535,-3334.7537164146506,14607.40371642,28599.75,38735.100000000006,11272.65000000535,16923.544428477602,80,107040,0,-40,E2.0_TP1.0_SL1.5,2.0,1.0,1.5
GAIL,2025-02-17 11:19:00,2025-09-30 15:29:00,114599.6799999996,0.0,114599.6799999996,145872.4799999991,107055.0412693831,38817.438730616006,36947.3,55811.860000000015,145872.4799999991,213667.73552155355,164,1654432,40,0,E2.0_TP1.0_SL1.5,2.0,1.0,1.5
GLENMARK,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.0_TP1.0_SL1.5,2.0,1.0,1.5
GMRAIRPORT,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.0_TP1.0_SL1.5,2.0,1.0,1.5
GODREJCP,2025-02-17 11:20:00,2025-09-30 15:29:00,-91944.12500000036,-0.0,-91944.12500000036,-6001.775000002096,-55941.0108747121,49939.23587471,80630.87499999994,126785.10000000002,-6001.775000002096,152127.51857498227,206,316004,40,-1,E2.0_TP1.0_SL1.5,2.0,1.0,1.5
GODREJPROP,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.0_TP1.0_SL1.5,2.0,1.0,1.5
GRASIM,2025-02-17 11:19:00,2025-09-30 15:29:00,18533.09999999997,0.0,18533.09999999997,12192.40000000003,8949.662456320031,3242.73754368,3667.500000000001,5297.5,12192.40000000003,2285.242037399554,14,9128,5,0,E2.0_TP1.0_SL1.5,2.0,1.0,1.5
LAURUSLABS,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.0_TP1.0_SL1.5,2.0,1.0,1.5
LICHSGFIN,2025-02-17 11:19:00,2025-09-30 15:29:00,-276769.5,0.0,-276769.5,-169914.4999999995,-189765.7157679495,19851.21576795,25095.875,41048.875,-169914.4999999995,237541.98218555484,84,252840,40,-1,E2.0_TP1.0_SL1.5,2.0,1.0,1.5
LICI,2025-02-17 11:19:00,2025-09-30 15:29:00,-318971.6999999991,0.0,-318971.6999999991,53604.450000000776,8780.174717760783,44824.27528223999,59312.69999999998,101447.55000000005,53604.450000000776,104626.5351926381,184,390816,40,-7,E2.0_TP1.0_SL1.5,2.0,1.0,1.5
LODHA,2025-02-17 11:19:00,2025-09-30 15:29:00,-81614.39999999487,0.0,-81614.39999999487,7304.3500000052445,-18369.84852477476,25674.198524780004,62737.6,33086.44999999999,7304.3500000052445,154246.30682443533,102,141576,0,-40,E2.0_TP1.0_SL1.5,2.0,1.0,1.5
LT,2025-02-17 11:19:00,2025-09-30 15:29:00,-125620.50000000012,0.0,-125620.50000000012,-115797.45000000016,-133604.21472366017,17806.764723660002,12549.599999999997,14354.85,-115797.45000000016,134562.95966736012,80,39840,40,0,E2.0_TP1.0_SL1.5,2.0,1.0,1.5
LTF,2025-02-17 11:19:00,2025-09-30 15:29:00,-361442.8799999995,0.0,-361442.8799999995,-102316.31999999924,-140562.01035993523,38245.69035993601,55999.43999999999,49800.23999999998,-102316.31999999924,151577.48769926338,130,1535040,0,-40,E2.0_TP1.0_SL1.5,2.0,1.0,1.5
LTIM,2025-02-17 11:20:00,2025-09-30 15:29:00,28798.5,-0.0,28798.5,157541.2999999996,105535.9938638396,52005.306136160005,77650.09999999999,111850.6,157541.2999999996,174569.0139033221,280,81760,40,-1,E2.0_TP1.0_SL1.5,2.0,1.0,1.5
LUPIN,2025-02-17 11:19:00,2025-09-30 15:29:00,-17859.999999999767,0.0,-17859.999999999767,62819.99999999998,39501.41341599998,23318.586583999997,26120.0,37620.0,62819.99999999998,60923.96076800193,116,92800,40,-8,E2.0_TP1.0_SL1.5,2.0,1.0,1.5
SAIL,2025-02-17 11:19:00,2025-09-30 15:29:00,-282984.2999999997,0.0,-282984.2999999997,-128394.24000000003,-152149.86253094405,23755.622530944012,35030.64000000001,55632.35999999997,-128394.24000000003,165019.55371377865,98,1512336,40,-1,E2.0_TP1.0_SL1.5,2.0,1.0,1.5
SBICARD,2025-02-17 11:19:00,2025-09-30 15:29:00,-421520.95,-0.0,-421520.95,58647.824999999575,7907.922313559611,50739.90268643997,72221.75,100004.775,58647.824999999575,118342.39641823812,236,444152,40,-40,E2.0_TP1.0_SL1.5,2.0,1.0,1.5
SBILIFE,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.0_TP1.0_SL1.5,2.0,1.0,1.5
SBIN,2025-02-17 11:19:00,2025-09-30 15:29:00,-69694.60000000006,0.0,-69694.60000000006,-66080.59999999969,-104012.87989999968,37932.27989999999,20905.599999999995,22490.199999999983,-66080.59999999969,169214.46393823944,166,369184,40,0,E2.0_TP1.0_SL1.5,2.0,1.0,1.5
SHREECEM,2025-02-17 11:19:00,2025-09-30 15:29:00,-841796.8999999999,0.0,-841796.8999999999,291898.6000000001,191578.67599696023,100319.92400303984,187599.3,178184.3,291898.6000000001,148795.34163199994,462,25872,33,-40,E2.0_TP1.0_SL1.5,2.0,1.0,1.5
SHRIRAMFIN,2025-02-17 11:19:00,2025-09-30 15:29:00,26070.624999999935,0.0,26070.624999999935,30458.75000000013,23941.900648750132,6516.849351250001,6268.75,7006.25,30458.75000000013,2575.460949499899,26,76700,2,-1,E2.0_TP1.0_SL1.5,2.0,1.0,1.5
SIEMENS,2025-02-17 11:19:00,2025-09-30 15:29:00,191556.74999999985,0.0,191556.74999999985,190810.12499999945,146767.44809594942,44042.67690405004,57667.5,89780.625,190810.12499999945,118613.1091959009,296,97680,40,0,E2.0_TP1.0_SL1.5,2.0,1.0,1.5
SOLARINDS,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.0_TP1.0_SL1.5,2.0,1.0,1.5
SONACOMS,2025-02-17 11:19:00,2025-09-30 15:29:00,692804.6999999976,0.0,692804.6999999976,94900.19999999677,14111.2607768967,80788.93922310005,137364.29999999987,208913.4,94900.19999999677,293800.6841693361,394,1309656,0,-40,E2.0_TP1.0_SL1.5,2.0,1.0,1.5
SRF,2025-02-17 11:20:00,2025-09-30 15:29:00,-218123.9999999968,0.0,-218123.9999999968,43924.10000000333,26336.52451028332,17587.575489720002,25374.8,12621.7,43924.10000000333,34530.19628020332,80,46720,0,-40,E2.0_TP1.0_SL1.5,2.0,1.0,1.5
SUNPHARMA,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.0_TP1.0_SL1.5,2.0,1.0,1.5
SUPREMEIND,2025-02-17 11:19:00,2025-09-30 15:29:00,-4091.99999999998,0.0,-4091.99999999998,36850.000000000175,26468.567523200178,10381.432476800002,22836.0,45430.0,36850.000000000175,61815.12268799945,50,22000,22,0,E2.0_TP1.0_SL1.5,2.0,1.0,1.5
SUZLON,2025-08-01 11:25:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.0_TP1.0_SL1.5,2.0,1.0,1.5
SYNGENE,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.0_TP1.0_SL1.5,2.0,1.0,1.5
360ONE,2025-06-27 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.0_TP0.5_SL2.0,2.0,0.5,2.0
GAIL,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.0_TP0.5_SL2.0,2.0,0.5,2.0
GLENMARK,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.0_TP0.5_SL2.0,2.0,0.5,2.0
GMRAIRPORT,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.0_TP0.5_SL2.0,2.0,0.5,2.0
GODREJCP,2025-02-17 11:20:00,2025-09-30 15:29:00,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.0_TP0.5_SL2.0,2.0,0.5,2.0
GODREJPROP,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.0_TP0.5_SL2.0,2.0,0.5,2.0
GRASIM,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.0_TP0.5_SL2.0,2.0,0.5,2.0
LAURUSLABS,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.0_TP0.5_SL2.0,2.0,0.5,2.0
LICHSGFIN,2025-02-17 11:19:00,2025-09-30 15:29:00,-221874.62499999977,0.0,-221874.62499999977,-57904.87499999921,-77852.5592813492,19947.68428134999,26525.625,50568.0,-57904.87499999921,161871.41649734468,84,252840,40,-1,E2.0_TP0.5_SL2.0,2.0,0.5,2.0
LICI,2025-02-17 11:19:00,2025-09-30 15:29:00,-248746.94999999928,0.0,-248746.94999999928,-10301.39999999914,-31010.913784979148,20709.51378498001,25381.800000000003,62870.40000000002,-10301.39999999914,55973.90763864019,80,169920,40,0,E2.0_TP0.5_SL2.0,2.0,0.5,2.0
LODHA,2025-02-17 11:19:00,2025-09-30 15:29:00,-133699.09999999515,0.0,-133699.09999999515,-5343.79999999571,-38560.1575697957,33216.35756979999,55068.9,39870.3,-5343.79999999571,208256.04595483872,128,177664,0,-40,E2.0_TP0.5_SL2.0,2.0,0.5,2.0
LT,2025-02-17 11:19:00,2025-09-30 15:29:00,-140560.50000000023,0.0,-140560.50000000023,8652.749999999634,-10525.167087660362,19177.917087659996,11466.449999999995,17454.899999999998,8652.749999999634,82287.23785524265,84,41832,40,0,E2.0_TP0.5_SL2.0,2.0,0.5,2.0
LTF,2025-02-17 11:19:00,2025-09-30 15:29:00,-110493.36000000151,0.0,-110493.36000000151,-64058.40000000148,-73950.96394569748,9892.563945696,12605.04,14317.2,-64058.40000000148,73950.96394569748,38,448704,0,-19,E2.0_TP0.5_SL2.0,2.0,0.5,2.0
LTIM,2025-02-17 11:20:00,2025-09-30 15:29:00,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.0_TP0.5_SL2.0,2.0,0.5,2.0
LUPIN,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.0_TP0.5_SL2.0,2.0,0.5,2.0
SAIL,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.0_TP0.5_SL2.0,2.0,0.5,2.0
SBICARD,2025-02-17 11:19:00,2025-09-30 15:29:00,-215630.14999999997,-0.0,-215630.14999999997,1176.2499999997362,-16074.347207620262,17250.597207619998,32770.325,28253.52499999999,1176.2499999997362,30119.651063979534,82,154324,0,-40,E2.0_TP0.5_SL2.0,2.0,0.5,2.0
SBILIFE,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.0_TP0.5_SL2.0,2.0,0.5,2.0
SBIN,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.0_TP0.5_SL2.0,2.0,0.5,2.0
SHREECEM,2025-02-17 11:19:00,2025-09-30 15:29:00,-14466.899999999878,0.0,-14466.899999999878,1538.6000000001222,238.72742096012232,1299.87257904,699.3000000000001,1644.3000000000002,1538.6000000001222,351.76055908,6,336,0,-3,E2.0_TP0.5_SL2.0,2.0,0.5,2.0
SHRIRAMFIN,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.0_TP0.5_SL2.0,2.0,0.5,2.0
SIEMENS,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.0_TP0.5_SL2.0,2.0,0.5,2.0
SOLARINDS,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.0_TP0.5_SL2.0,2.0,0.5,2.0
SONACOMS,2025-02-17 11:19:00,2025-09-30 15:29:00,648595.4999999962,0.0,648595.4999999962,88169.09999999544,3666.765511735415,84502.33448826002,140397.44999999978,218428.3500000001,88169.09999999544,386264.7565960781,414,1376136,0,-40,E2.0_TP0.5_SL2.0,2.0,0.5,2.0
SRF,2025-02-17 11:20:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.0_TP0.5_SL2.0,2.0,0.5,2.0
SUNPHARMA,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.0_TP0.5_SL2.0,2.0,0.5,2.0
SUPREMEIND,2025-02-17 11:19:00,2025-09-30 15:29:00,-2761.00000000004,0.0,-2761.00000000004,9701.99999999998,8441.18409639998,1260.8159036,3454.0,5764.0,9701.99999999998,216.5724528000001,6,2640,1,0,E2.0_TP0.5_SL2.0,2.0,0.5,2.0
SUZLON,2025-08-01 11:25:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.0_TP0.5_SL2.0,2.0,0.5,2.0
SYNGENE,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.0_TP0.5_SL2.0,2.0,0.5,2.0
